"","yp_id","category_full_path","name","gender","age_grp","rate"
"30","2057469","의료편의>의료시설>의원>피부과","에스듈의원 ","2","30",11.76
"31","2057469","의료편의>의료시설>의원>피부과","에스듈의원 ","2","40",15.97
"32","2057469","의료편의>의료시설>의원>피부과","에스듈의원 ","2","50",24.37
"33","2057469","의료편의>의료시설>의원>피부과","에스듈의원 ","2","60_over",15.97
"34","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","1","10",0.09
"35","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","1","20",7.19
"36","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","1","30",8.55
"37","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","1","40",2.95
"38","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","1","50",1.51
"39","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","1","60_over",0.86
"40","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","2","10",0.43
"41","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","2","20",18.2
"42","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","2","30",19.69
"43","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","2","40",23.65
"44","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","2","50",12.64
"45","2506351","의료편의>의료시설>의원>피부과","라엘라의원 ","2","60_over",4.24
"46","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","1","20",3.91
"47","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","1","30",6.09
"48","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","1","40",4.9
"49","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","1","50",4.97
"50","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","1","60_over",4.9
"51","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","2","10",0.07
"52","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","2","20",3.38
"53","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","2","30",9.4
"54","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","2","40",19.34
"55","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","2","50",23.51
"56","2726653","의료편의>의료시설>의원>피부과","드보라의원 ","2","60_over",19.54
"57","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","1","10",0.98
"58","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","1","20",4.88
"59","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","1","30",11.13
"60","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","1","40",6.84
"61","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","1","50",7.42
"62","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","1","60_over",5.27
"63","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","2","10",1.17
"64","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","2","20",6.25
"65","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","2","30",12.5
"66","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","2","40",16.99
"67","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","2","50",15.82
"68","2896038","의료편의>의료시설>의원>피부과","양재유앤미의원 ","2","60_over",10.74
"69","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","1","10",0.42
"70","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","1","20",1.46
"71","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","1","30",6.25
"72","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","1","40",7.92
"73","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","1","50",5
"74","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","1","60_over",3.96
"75","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","2","10",0.83
"76","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","2","20",5
"77","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","2","30",16.88
"78","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","2","40",27.29
"79","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","2","50",14.79
"80","5740108","의료편의>의료시설>의원>피부과","이노의원 해운대점","2","60_over",10.21
"81","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","1","10",0.51
"82","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","1","20",7.29
"83","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","1","30",11.28
"84","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","1","40",5.85
"85","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","1","50",3.05
"86","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","1","60_over",1.95
"87","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","2","10",0.76
"88","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","2","20",13.4
"89","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","2","30",17.39
"90","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","2","40",20.78
"91","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","2","50",12.81
"92","5782620","의료편의>의료시설>의원>피부과","힐스킨피부과의원 ","2","60_over",4.92
"93","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","1","10",0.4
"94","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","1","20",3.19
"95","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","1","30",7.97
"96","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","1","40",5.58
"97","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","1","50",4.38
"98","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","1","60_over",1.99
"99","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","2","10",0.8
"100","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","2","20",11.55
"101","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","2","30",23.9
"102","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","2","40",16.33
"103","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","2","50",19.12
"104","6263369","의료편의>의료시설>의원>피부과","미앤미의원 강서점","2","60_over",4.78
"105","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","1",NA,0.02
"106","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","1","10",0.32
"107","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","1","20",10.83
"108","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","1","30",11.1
"109","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","1","40",3.15
"110","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","1","50",1.23
"111","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","1","60_over",0.69
"112","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","2","10",0.65
"113","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","2","20",28
"114","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","2","30",19.89
"115","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","2","40",13.88
"116","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","2","50",7.44
"117","6284336","의료편의>의료시설>의원>피부과","톡스앤필의원 대전둔산점","2","60_over",2.81
"118","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","1","20",5.53
"119","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","1","30",6.81
"120","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","1","40",5.11
"121","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","1","50",5.32
"122","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","1","60_over",2.98
"123","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","2","10",1.06
"124","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","2","20",8.51
"125","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","2","30",12.55
"126","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","2","40",17.87
"127","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","2","50",20.64
"128","6532254","의료편의>의료시설>의원>피부과","예스필의원 ","2","60_over",13.62
"129","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","1","10",0.3
"130","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","1","20",5.38
"131","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","1","30",7.97
"132","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","1","40",5.58
"133","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","1","50",5.28
"134","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","1","60_over",3.19
"135","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","2","10",0.2
"136","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","2","20",11.35
"137","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","2","30",17.93
"138","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","2","40",22.51
"139","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","2","50",13.65
"140","812949","의료편의>의료시설>의원>피부과","잠실고운세상피부과의원 ","2","60_over",6.67
"141","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","1","10",1.36
"142","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","1","20",8.56
"143","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","1","30",7.98
"144","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","1","40",5.45
"145","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","1","50",2.72
"146","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","1","60_over",3.7
"147","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","2","10",1.17
"148","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","2","20",14.01
"149","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","2","30",12.45
"150","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","2","40",20.23
"151","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","2","50",14.98
"152","819240","의료편의>의료시설>의원>피부과","푸어클린의원 ","2","60_over",7.39
"153","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","1","20",3.99
"154","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","1","30",3.81
"155","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","1","40",5.08
"156","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","1","50",7.62
"157","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","1","60_over",13.25
"158","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","2","10",0.18
"159","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","2","20",6.72
"160","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","2","30",7.8
"161","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","2","40",11.25
"162","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","2","50",15.97
"163","851499","의료편의>의료시설>의원>피부과","이상배피부과의원 ","2","60_over",24.32
"164","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","1","20",6.63
"165","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","1","30",5.61
"166","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","1","40",6.12
"167","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","1","50",6.12
"168","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","1","60_over",9.69
"169","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","2","10",0.51
"170","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","2","20",7.65
"171","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","2","30",10.2
"172","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","2","40",18.37
"173","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","2","50",12.76
"174","910457","의료편의>의료시설>의원>피부과","세브란스피부과의원 ","2","60_over",16.33
"175","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","1","10",0.49
"176","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","1","20",5.91
"177","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","1","30",6.74
"178","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","1","40",4.83
"179","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","1","50",3.96
"180","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","1","60_over",5.47
"181","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","2","10",0.63
"182","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","2","20",11.82
"183","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","2","30",15.63
"184","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","2","40",18.55
"185","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","2","50",14.75
"186","4666913","의료편의>의료시설>의원>피부과","은평우태하피부과의원 ","2","60_over",11.23
"187","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","1","20",2.72
"188","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","1","30",3.11
"189","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","1","40",4.28
"190","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","1","50",10.12
"191","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","1","60_over",8.56
"192","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","2","10",0.39
"193","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","2","20",4.28
"194","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","2","30",3.89
"195","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","2","40",21.79
"196","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","2","50",24.51
"197","5618909","의료편의>의료시설>의원>피부과","아름다운피부과의원 ","2","60_over",16.34
"198","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","1","10",1.18
"199","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","1","20",4.41
"200","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","1","30",7.94
"201","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","1","40",7.35
"202","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","1","50",7.65
"203","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","1","60_over",3.82
"204","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","2","10",1.18
"205","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","2","20",7.06
"206","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","2","30",14.71
"207","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","2","40",23.82
"208","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","2","50",15.59
"209","6041726","의료편의>의료시설>의원>피부과","로즈마리의원 ","2","60_over",5.29
"210","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","1",NA,0.04
"211","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","1","10",0.42
"212","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","1","20",6.26
"213","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","1","30",11.18
"214","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","1","40",9.58
"215","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","1","50",5.31
"216","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","1","60_over",3.36
"217","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","2","10",0.73
"218","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","2","20",7.4
"219","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","2","30",17.94
"220","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","2","40",23.59
"221","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","2","50",9.96
"222","6103241","의료편의>의료시설>의원>피부과","소사벌휴먼피부과의원 ","2","60_over",4.24
"223","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","1","10",1.05
"224","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","1","20",4.21
"225","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","1","30",9.47
"226","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","1","40",5.26
"227","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","1","50",11.58
"228","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","1","60_over",7.37
"229","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","2","20",9.47
"230","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","2","30",4.21
"231","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","2","40",20
"232","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","2","50",15.79
"233","6186293","의료편의>의료시설>의원>피부과","뷰티클래스의원 ","2","60_over",11.58
"234","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","1","10",0.37
"235","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","1","20",3.48
"236","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","1","30",8.79
"237","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","1","40",7.88
"238","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","1","50",3.85
"239","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","1","60_over",2.93
"240","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","2","10",0.92
"241","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","2","20",10.07
"242","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","2","30",23.08
"243","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","2","40",20.51
"244","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","2","50",13.19
"245","6330886","의료편의>의료시설>의원>피부과","퍼스트피부과의원 ","2","60_over",4.95
"246","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","1",NA,0.09
"247","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","1","10",1.28
"248","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","1","20",4.83
"249","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","1","30",2.46
"250","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","1","40",8.3
"251","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","1","50",6.47
"252","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","1","60_over",4.01
"253","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","2",NA,0.18
"254","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","2","10",1.64
"255","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","2","20",7.11
"256","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","2","30",6.38
"257","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","2","40",25.25
"258","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","2","50",22.42
"259","6605726","의료편의>의료시설>의원>피부과","수완SW의원 ","2","60_over",9.57
"260","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","1","10",0.27
"261","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","1","20",9.91
"262","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","1","30",13.84
"263","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","1","40",3.66
"264","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","1","50",1.22
"265","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","1","60_over",0.95
"266","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","2","10",0.41
"267","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","2","20",17.37
"268","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","2","30",20.22
"269","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","2","40",20.35
"270","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","2","50",9.5
"271","6771254","의료편의>의료시설>의원>피부과","샤인빔의원 청주점","2","60_over",2.31
"272","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","1","10",1.05
"273","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","1","20",6.28
"274","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","1","30",10.99
"275","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","1","40",7.33
"276","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","1","50",7.33
"277","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","1","60_over",10.99
"278","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","2","20",4.71
"279","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","2","30",14.14
"280","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","2","40",15.71
"281","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","2","50",11.52
"282","812541","의료편의>의료시설>의원>피부과","보람메트로피부과의원 ","2","60_over",9.95
"283","852617","의료편의>의료시설>의원>피부과","김영환피부과의원 ","1","20",1.34
"284","852617","의료편의>의료시설>의원>피부과","김영환피부과의원 ","1","30",5.36
"285","852617","의료편의>의료시설>의원>피부과","김영환피부과의원 ","1","40",7.59
"286","852617","의료편의>의료시설>의원>피부과","김영환피부과의원 ","1","50",8.93
"287","852617","의료편의>의료시설>의원>피부과","김영환피부과의원 ","1","60_over",17.41
"288","852617","의료편의>의료시설>의원>피부과","김영환피부과의원 ","2","20",4.46
"289","852617","의료편의>의료시설>의원>피부과","김영환피부과의원 ","2","30",3.57
"290","852617","의료편의>의료시설>의원>피부과","김영환피부과의원 ","2","40",10.27
"291","852617","의료편의>의료시설>의원>피부과","김영환피부과의원 ","2","50",12.5
"292","852617","의료편의>의료시설>의원>피부과","김영환피부과의원 ","2","60_over",28.57
"293","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","1","10",1.08
"294","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","1","20",8.33
"295","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","1","30",6.31
"296","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","1","40",7.11
"297","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","1","50",5.41
"298","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","1","60_over",5.89
"299","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","2","10",1.08
"300","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","2","20",10.4
"301","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","2","30",11.44
"302","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","2","40",20.29
"303","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","2","50",14.97
"304","924738","의료편의>의료시설>의원>피부과","연세피부과의원 ","2","60_over",7.67
"305","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","1",NA,0.22
"306","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","1","10",1.2
"307","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","1","20",4.48
"308","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","1","30",6.35
"309","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","1","40",4.41
"310","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","1","50",1.94
"311","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","1","60_over",1.72
"312","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","2",NA,0.07
"313","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","2","10",0.67
"314","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","2","20",15.17
"315","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","2","30",23.62
"316","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","2","40",22.65
"317","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","2","50",10.61
"318","1975352","의료편의>의료시설>의원>피부과","리노보의원 ","2","60_over",6.88
"319","2448524","의료편의>의료시설>의원>피부과","뮤즈클리닉 광주충장로점","1","10",0.05
"320","2448524","의료편의>의료시설>의원>피부과","뮤즈클리닉 광주충장로점","1","20",7.36
